what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1631184349780
started,bundle,org.eclipse.equinox.p2.touchpoint.natives,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.natives",1631184349780
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1631184349781
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1631184349781
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1631184349781
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.updatesite",1631184349781
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1631184349782
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1631184349782
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1631184349782
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1631184349782
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1631184349783
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1631184349783
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1631184349783
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1631184349783
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1631184349783
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1631184349783
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1631184349783
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1631184349783
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1631184349783
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1631184349784
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1631184349784
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1631184349784
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1631184349784
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1631184349785
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1631184349785
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1631184349785
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1631184349785
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1631184349785
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1631184349785
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1631184349785
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1631184349785
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1631184349785
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1631184349785
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1631184349785
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1631184349785
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1631184349791
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1631184349791
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1631184349791
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1631184349791
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1631184349791
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1631184349791
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1631184349791
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1631184349791
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1631184349791
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1631184349791
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1631184349791
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1631184349791
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1631184349792
started,bundle,com.altera.sbtgui.integration,13.0.0.156,"com.altera.sbtgui.integration",1631184349792
started,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1631184349792
started,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1631184349792
started,bundle,com.altera.systemconsole,13.0.0.156,"com.altera.systemconsole",1631184349792
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1631184349793
os,sysinfo,,,"win32",1631184349798
arch,sysinfo,,,"x86",1631184349798
ws,sysinfo,,,"win32",1631184349798
locale,sysinfo,,,"ru_RU",1631184349798
processors,sysinfo,,,"2",1631184349798
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1631184349798
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1631184349798
java.specification.name,sysinfo,,,"Java Platform API Specification",1631184349798
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1631184349798
java.specification.version,sysinfo,,,"1.6",1631184349798
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1631184349798
java.version,sysinfo,,,"1.6.0_23",1631184349798
java.vm.info,sysinfo,,,"mixed mode",1631184349798
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1631184349798
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1631184349798
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1631184349798
java.vm.specification.version,sysinfo,,,"1.0",1631184349798
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1631184349798
java.vm.version,sysinfo,,,"19.0-b09",1631184349798
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1631184349823
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1631184353131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184390666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184393003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184401883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184419006
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1631184421026
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1631184421592
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1631184422463
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1631184422505
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1631184422508
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1631184422508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184427568
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1631184530729
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1631184530896
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1631184535435
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1631184540329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184560961
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1631184656671
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1631184656731
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1631184656964
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1631184657625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184674175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184675014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184675580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184684745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1631184686675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184695197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184718127
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1631184718639
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1631184725310
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1631184734590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1631184764605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1631184770926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1631184781047
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1631184790931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184816929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184817709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184818391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184834099
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project.commands.bspEditor",1631184836017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184836320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184848566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184855805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184899013
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1631184899103
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1631184901717
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1631184901730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184902150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184903647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184904576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184907729
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1631184909150
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1631184909833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184913693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184915467
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1631184917892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184918553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184988293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184989407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184992641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631184997174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185021377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1631185022820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185027045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185042095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185048416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185055658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1631185060667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1631185063525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185067043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185073041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1631185126765
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1631185218722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185219115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185221504
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1631185226706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185227068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185463195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631185465065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631186368314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631186374970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631186382501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631186395278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631186985781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631186987711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187121394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187121416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187453420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1631187458955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1631187470567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1631187470724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187525990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187526944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187568783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187569580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187570676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187616353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187618860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187640314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187643157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187644183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187645374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187652604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187652728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187654225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187667157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187675762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187675958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187684944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187685031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187687193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187690949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187693779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187693998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187704256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187704355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187708687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187711512
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1631187715046
started,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1631187726914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187728011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187736361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187756278
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1631187756333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187756890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187759404
error,log,,,"No Byte Stream Services found for Nios II Console View",1631187775326
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1631187775754
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1631187775816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187789115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187790859
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1631187790934
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1631187790966
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1631187792287
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1631187792470
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1631187792830
activated,perspective,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui.debugPerspective",1631187793011
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1631187796902
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1631187796909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187798278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187842304
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1631187843917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187847690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187881909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631187884559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631188693188
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1631188693276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1631188702147
